id_cotizante,cedula,nombre,edad,genero,ciudad,semanasCotizadas,declaraRenta,fondoDePensiones,entidadPublica
4582,284234,noel cruz,48,M,Ibague,49,true,Null,Inpec
4583,612714,bianca bernal,41,F,Pereira,23,false,Null,Inpec
4584,794031,isabela murillo,54,M,Armenia,50,false,Old Mutual,Null
4585,485270,beto perez,40,F,Villavicencio,26,true,Colfondos,Armada
4586,936942,victor silva,58,M,Inirida,20,false,Colpensiones,Armada
4587,861228,eduardo sarmiento,22,M,Manizales,45,false,Proteccion,Null
4588,602651,rami sarmiento,35,M,Cartagena,48,false,Colfondos,Armada
4589,335476,katerina gonzalez,47,F,Soacha,40,false,Fondo extranjero,Armada
4590,200359,quiana carrillo,40,F,Cali,25,false,Fondo extranjero,Minsalud
4591,297446,benito castro,47,F,Monteria,53,true,Old Mutual,Policia
4592,507474,juan silva,22,M,Bucaramanga,39,false,Fondo extranjero,Minsalud
4593,294510,fernando carrillo,25,F,Manizales,42,false,Old Mutual,Inpec
4594,329660,benito cifuentes,59,M,Santa Marta,33,true,Proteccion,Inpec
4595,924173,javier murillo,37,M,Arauca,57,false,Null,Null
4596,771129,barbara perez,45,M,Cucuta,57,true,Fondo extranjero,Policia
4597,672892,karla gonzalez,36,F,Medellin,43,false,Colpensiones,Null
4598,225089,alexander gomez,35,M,Pitalito,57,false,Colfondos,Policia
4599,576976,oscar gonzalez,45,M,Quibdo,54,true,Proteccion,Armada
4600,718529,sofia garcia,29,M,Leticia,36,false,Fondo extranjero,Policia
4601,760469,federico fuentes,56,M,Ibague,44,true,Colfondos,Inpec
4602,499217,rami martinez,53,F,Neiva,28,false,Colpensiones,Minsalud
4603,292696,luis gomez,25,M,Yopal,53,false,Proteccion,Null
4604,745091,noelia quiroz,39,M,Apartado,35,false,Fondo extranjero,Mininterior
4605,667428,lidia hernandez,29,F,Villavicencio,60,true,Old Mutual,Policia
4606,701588,marcos carrillo,23,F,Bogota,40,true,Old Mutual,Minsalud
4607,318696,benito lopez,37,F,Riohacha,57,false,Old Mutual,Policia
4608,502306,jorge torres,26,M,Girardot,44,true,Null,Armada
4609,534355,blanca ramirez,30,M,Popayan,41,false,Proteccion,Null
4610,966554,francisco serrano,42,F,Pereira,37,true,Porvenir,Inpec
4611,313821,yasmin martinez,38,F,Inirida,42,false,Null,Inpec
4612,831148,zulema pineda,45,M,Arauquita,43,false,Colfondos,Policia
4613,469603,wilson david,27,F,Girardot,25,false,Fondo extranjero,Minsalud
4614,947325,josue soto,52,F,Pitalito,54,true,Fondo extranjero,Null
4615,543086,oscar romero,24,F,Tunja,38,true,Proteccion,Mininterior
4616,196665,leonardo maron,40,F,Valledupar,55,true,Old Mutual,Policia
4617,538161,walter quintero,20,F,Pitalito,47,true,Proteccion,Null
4618,976995,oscar rivas,36,F,Neiva,27,true,Colfondos,Policia
4619,493261,kevin gomez,29,M,Apartado,46,false,Null,Null
4620,623178,isabel leon,46,F,Soacha,44,true,Fondo extranjero,Policia
4621,867059,julieta rojas,29,F,Bogota,56,true,Colpensiones,Null
4622,844921,wenceslao hidalgo,26,M,Popayan,56,false,Proteccion,Null
4623,817540,wenceslao serna,47,M,Sincelejo,29,true,Null,Minsalud
4624,730091,graciela sanchez,56,F,Santa Rosa de Cabal,51,true,Colpensiones,Policia
4625,654008,david montoya,21,F,Popayan,26,false,Null,Armada
4626,720761,alexander serna,51,M,Leticia,50,false,Proteccion,Armada
4627,799065,fabiola vazquez,47,F,Cucuta,42,true,Colpensiones,Armada
4628,623312,oscar castro,43,M,Arauca,46,false,Porvenir,Inpec
4629,413579,carmen cruz,53,M,Manizales,30,true,Null,Inpec
4630,826308,urbano martinez,24,F,Armenia,46,false,Colfondos,Policia
4631,199466,yolanda quiroz,38,F,Pasto,53,true,Colfondos,Mininterior
4632,738875,norma montero,52,F,Villavicencio,37,true,Old Mutual,Inpec
4633,545584,jorge rodriguez,29,F,Neiva,27,true,Old Mutual,Policia
4634,778568,zoe delgado,46,F,Quibdo,34,true,Old Mutual,Policia
4635,923633,jose vega,54,M,Cartagena,35,false,Null,Minsalud
4636,481012,isidro perez,50,M,Neiva,58,false,Null,Policia
4637,541412,pablo serna,40,F,Bogota,35,false,Colpensiones,Policia
4638,756474,luis reyes,30,M,Cucuta,22,true,Colfondos,Mininterior
4639,171648,walter quintana,36,M,Florencia,60,false,Colfondos,Null
4640,121680,zulema delgado,60,F,Ibague,28,true,Null,Armada
4641,806177,leandro guzman,27,F,Riohacha,30,true,Old Mutual,Armada
4642,575868,yadira mora,36,M,Pitalito,49,false,Old Mutual,Minsalud
4643,778437,hector sanchez,31,M,Popayan,25,true,Porvenir,Mininterior
4644,306378,claudia hidalgo,59,F,Santa Rosa de Cabal,57,false,Colfondos,Null
4645,789047,barbara mendoza,53,M,Riohacha,30,false,Colpensiones,Minsalud
4646,196504,isidro cruz,57,M,Barranquilla,20,false,Old Mutual,Armada
4647,286887,beto vega,24,M,Villavicencio,20,true,Colfondos,Policia
4648,524652,jorge lopez,57,F,Popayan,43,false,Old Mutual,Policia
4649,674195,gema martinez,40,F,Yopal,54,false,Old Mutual,Policia
4650,529763,marcos quintero,21,F,Apartado,57,true,Colpensiones,Inpec
4651,559783,barbara perez,51,M,Santa Rosa de Cabal,20,true,Proteccion,Null
4652,746406,teresa rodriguez,29,F,Girardot,36,false,Null,Null
4653,298460,benito rojas,52,M,Cucuta,55,false,Colpensiones,Policia
4654,824827,carmen barrera,37,F,Santa Marta,33,false,Fondo extranjero,Armada
4655,353887,fabio garcia,44,F,Medellin,60,true,Colpensiones,Inpec
4656,332533,yasmin serrano,53,F,Riohacha,47,false,Porvenir,Policia
4657,754385,fernando perez,59,M,Ibague,47,true,Colfondos,Minsalud
4658,550441,nadia torres,30,F,Soacha,21,true,Colfondos,Policia
4659,620006,zoe rojas,37,F,Monteria,24,true,Colfondos,Null
4660,242302,gabriela navarro,37,F,Pereira,55,false,Porvenir,Minsalud
4661,543244,karen jimenez,45,M,Cartagena,29,true,Colpensiones,Null
4662,332543,zulema alvarado,20,F,Girardot,52,false,Null,Inpec
4663,592425,alexander rojas,51,F,Arauquita,52,false,Null,Minsalud
4664,780623,yolanda roberto,53,M,Pitalito,44,true,Old Mutual,Policia
4665,289089,federico pardo,52,F,Ibague,34,true,Colfondos,Mininterior
4666,104762,blanca gonzalez,42,M,Arauquita,24,false,Porvenir,Inpec
4667,634963,nadia carrillo,43,M,Cartagena,57,true,Proteccion,Null
4668,582020,ricardo romero,20,M,Sincelejo,30,false,Colpensiones,Mininterior
4669,618047,eugenia rojas,48,F,Riohacha,49,true,Old Mutual,Policia
4670,923008,susana medina,59,M,Apartado,59,true,Null,Inpec
4671,342278,miriam pino,39,M,Tunja,39,true,Proteccion,Null
4672,877823,ivan guzman,20,M,Barranquilla,30,true,Fondo extranjero,Minsalud
4673,932557,eugenia reyes,30,M,Pasto,36,true,Porvenir,Mininterior
4674,729314,kike perez,21,F,Pereira,54,true,Null,Inpec
4675,267935,fabiola salas,35,F,Girardot,58,true,Old Mutual,Inpec
4676,351374,ximena medina,55,F,Barranquilla,47,false,Proteccion,Armada
4677,772429,rami vela,40,F,Pereira,38,false,Fondo extranjero,Mininterior
4678,698523,karla ramirez,51,F,Manizales,53,true,Colpensiones,Minsalud
4679,837909,leonardo rojas,48,F,Soacha,24,true,Fondo extranjero,Inpec
4680,624489,patricia alvarez,23,M,Medellin,20,false,Colfondos,Minsalud
4681,923260,montserrat mendoza,39,F,Bogota,58,true,Proteccion,Minsalud
4682,126031,hugo vargas,57,M,Ibague,20,false,Null,Null
4683,675193,iris medina,34,M,Popayan,28,false,Colfondos,Minsalud
4684,896305,daniela mora,42,F,Cartagena,58,false,Porvenir,Inpec
4685,810448,nerea hidalgo,23,F,Quibdo,29,false,Fondo extranjero,Armada
4686,357069,mario rodrigo,45,F,Pereira,37,false,Proteccion,Minsalud
4687,453207,samuel jimenez,38,M,Santa Marta,53,true,Porvenir,Mininterior
4688,324433,carmen perez,36,F,Riohacha,30,true,Old Mutual,Null
4689,207544,teresa perez,29,M,Pereira,40,true,Fondo extranjero,Policia
4690,934925,yolanda reyes,52,M,Santa Marta,27,false,Proteccion,Inpec
4691,911539,violeta soto,20,M,Tunja,58,false,Old Mutual,Armada
4692,674176,xavier cabrera,50,M,Pasto,54,false,Colpensiones,Inpec
4693,519263,eugenia serrano,24,F,Riohacha,43,true,Fondo extranjero,Mininterior
4694,827537,cristobal pino,56,F,Cucuta,52,false,Porvenir,Minsalud
4695,549965,cristobal sanchez,38,M,Quibdo,56,false,Colfondos,Mininterior
4696,822301,diana marin,58,F,Armenia,53,true,Colfondos,Mininterior
4697,745737,ursula quiroz,29,M,Sincelejo,60,false,Null,Policia
4698,209799,veronica martinez,28,F,Soacha,41,false,Colfondos,Inpec
4699,322878,hugo bautista,49,F,Armenia,35,true,Fondo extranjero,Inpec
4700,828401,zoe bernal,36,F,Barranquilla,23,false,Porvenir,Armada
4701,951540,wenceslao gomez,26,F,Sincelejo,37,false,Colpensiones,Armada
4702,573637,daniel gonzalez,39,F,Popayan,30,true,Fondo extranjero,Null
4703,683768,sergio martinez,37,M,Cartagena,38,false,Colfondos,Mininterior
4704,798032,jorge martinez,21,F,Florencia,42,true,Old Mutual,Minsalud
4705,159384,manuel roa,46,F,Barranquilla,50,true,Old Mutual,Armada
4706,566028,gloria barrios,30,F,Monteria,29,false,Old Mutual,Inpec
4707,711496,kike cruz,57,M,Pitalito,58,true,Colfondos,Mininterior
4708,355128,mario ruiz,43,M,Leticia,35,false,Null,Armada
4709,601350,esteban leon,51,M,Pitalito,47,true,Null,Policia
4710,449318,zulema mendez,22,M,Pasto,39,false,Old Mutual,Policia
4711,988087,quiana quintero,43,M,Inirida,50,true,Colpensiones,Policia
4712,782671,claudia jimenez,52,M,Pasto,44,true,Proteccion,Inpec
4713,685644,quico cameron,44,M,Santa Rosa de Cabal,45,false,Colfondos,Policia
4714,549831,hugo juarez,43,F,Leticia,33,false,Proteccion,Armada
4715,817412,isabela perez,39,M,Arauca,47,false,Porvenir,Inpec
4716,660137,teresa pineda,44,F,Inirida,44,false,Porvenir,Mininterior
4717,723823,carlos rojas,44,F,Leticia,57,true,Colfondos,Minsalud
4718,263246,noel caro,24,M,Arauca,58,true,Fondo extranjero,Mininterior
4719,913835,diana guzman,26,F,Pereira,42,true,Proteccion,Minsalud
4720,630687,zulema alvarez,26,M,Santa Rosa de Cabal,27,true,Null,Mininterior
4721,329902,jorge marin,39,F,Pereira,48,false,Porvenir,Armada
4722,927396,teresa ramirez,58,M,Sincelejo,46,true,Colfondos,Minsalud
4723,825025,wenceslao cruz,44,M,Soacha,26,false,Colfondos,Policia
4724,763672,julieta garcia,50,M,Inirida,34,false,Old Mutual,Inpec
4725,463718,zulema mendez,53,M,Medellin,35,true,Colfondos,Armada
4726,397148,fabiola soto,45,M,Bogota,30,false,Fondo extranjero,Mininterior
4727,925366,sofia alfaro,31,M,Arauca,42,false,Proteccion,Mininterior
4728,425956,samuel rodriguez,26,F,Cucuta,39,true,Porvenir,Armada
4729,928232,carlos soto,58,M,Tunja,55,false,Porvenir,Armada
4730,812145,noelia salas,43,F,Santa Marta,49,false,Fondo extranjero,Mininterior
4731,982161,olga soto,33,M,Cartagena,33,true,Colpensiones,Inpec
4732,838460,victor valenzuela,45,M,Bogota,55,false,Porvenir,Policia
4733,334052,luisana ramirez,20,F,Manizales,29,false,Old Mutual,Mininterior
4734,171691,ricardo alvarado,44,M,Pereira,31,false,Null,Policia
4735,831734,quico gonzalez,60,M,Bucaramanga,57,false,Fondo extranjero,Policia
4736,474499,victor mendez,55,F,Cartagena,41,true,Null,Mininterior
4737,387169,fabio aguilar,44,F,Apartado,49,false,Porvenir,Minsalud
4738,359609,jorge fuentes,30,M,Cali,51,false,Proteccion,Inpec
4739,151747,federico fuentes,25,M,Popayan,31,false,Null,Null
4740,904359,yolanda gomez,50,M,Medellin,51,false,Fondo extranjero,Null
4741,298946,julieta moreno,56,M,Ibague,52,false,Colfondos,Inpec
4742,715736,katerina romero,42,F,Bucaramanga,44,true,Null,Inpec
4743,452654,alberto bautista,40,M,Bucaramanga,35,true,Old Mutual,Mininterior
4744,543199,patricia sierra,25,F,Monteria,55,true,Porvenir,Inpec
4745,464962,oscar fuentes,27,M,Chia,44,false,Porvenir,Inpec
4746,651690,federico andrade,42,F,Inirida,36,true,Fondo extranjero,Null
4747,152072,vicente vargas,35,F,Medellin,34,true,Old Mutual,Minsalud
4748,602958,pablo martinez,21,M,Sincelejo,26,true,Fondo extranjero,Policia
4749,451192,susana flores,24,F,Santa Rosa de Cabal,42,false,Null,Null
4750,139871,roberto sanchez,22,F,Santa Marta,32,false,Fondo extranjero,Null
4751,819644,marta garcia,58,F,Inirida,59,true,Proteccion,Null
4752,821183,manuel vargas,50,M,Cali,36,false,Fondo extranjero,Inpec
4753,645715,elsa martinez,51,M,Popayan,42,true,Colpensiones,Policia
4754,294415,karla delgado,27,F,Pereira,52,true,Null,Mininterior
4755,565936,wilson romero,38,F,Armenia,20,true,Proteccion,Minsalud
4756,166438,marta henao,39,M,Neiva,21,true,Old Mutual,Armada
4757,922046,luisana navarro,41,F,Tunja,35,true,Old Mutual,Minsalud
4758,930109,hugo quiroz,29,F,Neiva,24,false,Fondo extranjero,Null
4759,184451,gerardo bautista,57,F,Neiva,27,true,Null,Null
4760,264645,jorge rojas,55,F,Arauca,40,true,Porvenir,Armada
4761,535677,karina guzman,29,F,Sincelejo,52,false,Porvenir,Minsalud
4762,490902,xavier gomez,49,M,Popayan,47,true,Old Mutual,Policia
4763,505773,yolanda delgado,43,M,Popayan,35,true,Old Mutual,Null
4764,362180,katerina ramirez,32,M,Riohacha,55,false,Null,Mininterior
4765,641102,iris bautista,51,M,Quibdo,24,false,Proteccion,Policia
4766,953551,andres leon,49,F,Cartagena,41,false,Fondo extranjero,Policia
4767,364481,norma bautista,31,F,Inirida,48,false,Old Mutual,Inpec
4768,554967,andres martinez,34,F,Cali,25,false,Porvenir,Policia
4769,649769,beto diaz,56,F,Villavicencio,34,true,Fondo extranjero,Policia
4770,741002,nicolas bautista,59,F,Pereira,29,false,Proteccion,Inpec
4771,765678,zulema cabrera,44,F,Soacha,53,false,Proteccion,Minsalud
4772,207643,tatiana cruz,51,F,Villavicencio,56,true,Colpensiones,Minsalud
4773,980288,alicia murillo,27,M,Santa Rosa de Cabal,47,false,Colfondos,Null
4774,948177,zulema piedra,40,F,Girardot,43,true,Old Mutual,Null
4775,471865,wenceslao jimenez,32,F,Popayan,47,true,Proteccion,Armada
4776,763289,benito reyes,46,M,Bogota,33,true,Old Mutual,Inpec
4777,304703,juan gomez,44,M,Pereira,60,true,Porvenir,Policia
4778,634681,karina rivera,53,F,Cucuta,48,false,Colpensiones,Mininterior
4779,974788,natividad guadalupe,49,M,Arauca,20,true,Colfondos,Policia
4780,954913,veronica sierra,59,F,Tunja,29,true,Old Mutual,Null
4781,485067,javier alvarado,38,M,Riohacha,48,true,Proteccion,Policia
4782,117823,felipe salas,37,M,Cali,29,false,Colfondos,Mininterior
4783,693930,ricardo soto,48,F,Leticia,44,false,Colpensiones,Null
4784,662384,carmen martinez,47,F,Cucuta,30,true,Colpensiones,Policia
4785,612263,eliza mora,49,M,Cali,45,false,Old Mutual,Armada
4786,899726,pilar flores,33,F,Ibague,51,false,Fondo extranjero,Inpec
4787,943008,rosa gomez,52,F,Inirida,54,false,Proteccion,Null
4788,466794,daniel pardo,52,F,Bucaramanga,37,false,Fondo extranjero,Minsalud
4789,854250,ricardo martinez,60,M,Arauca,24,false,Proteccion,Armada
4790,691607,graciela rivera,55,M,Pitalito,32,true,Proteccion,Armada
4791,433652,ivan santa,50,F,Quibdo,34,true,Old Mutual,Inpec
4792,122719,isabela cameron,31,F,Bucaramanga,38,false,Proteccion,Inpec
4793,865513,barbara carrera,53,M,Soacha,58,false,Proteccion,Null
4794,165495,vicente reyes,28,F,Manizales,57,true,Porvenir,Null
4795,688049,manuel carrera,29,F,Neiva,38,true,Colpensiones,Mininterior
4796,694858,gerardo bautista,53,M,Quibdo,51,true,Proteccion,Policia
4797,680595,helena mora,43,F,Pasto,46,true,Fondo extranjero,Policia
4798,979860,luis sarmiento,23,F,Chia,60,false,Proteccion,Null
4799,836057,norma jimenez,57,F,Valledupar,47,false,Old Mutual,Inpec
4800,206189,wilson moreno,55,M,Pereira,33,false,Old Mutual,Minsalud
4801,267792,urbano gomez,37,M,Cali,20,true,Proteccion,Null
4802,990399,hector martinez,28,F,Apartado,47,true,Fondo extranjero,Minsalud
4803,340137,alexander castillo,36,M,Inirida,33,false,Fondo extranjero,Armada
4804,388566,ricardo marin,48,M,Villavicencio,22,true,Old Mutual,Mininterior
4805,755457,federico romero,50,M,Santa Marta,44,false,Proteccion,Minsalud
4806,694962,oscar rodrigo,24,M,Girardot,47,false,Old Mutual,Policia
4807,279865,hugo vargas,34,F,Popayan,24,true,Old Mutual,Armada
4808,970812,sonia reyes,58,M,Florencia,23,true,Colpensiones,Minsalud
4809,893794,pilar vega,24,F,Yopal,31,false,Proteccion,Minsalud
4810,725843,pedro reyes,26,M,Popayan,34,true,Colfondos,Inpec
4811,293529,noel gonzalez,41,M,Bucaramanga,21,false,Fondo extranjero,Policia
4812,351202,pablo martinez,55,F,Chia,24,true,Porvenir,Policia
4813,107818,tomas torres,33,M,Cali,32,true,Colpensiones,Minsalud
4814,623536,gloria torres,27,M,Ibague,43,true,Porvenir,Minsalud
4815,875156,federico rojas,34,F,Yopal,43,false,Colfondos,Null
4816,490770,kike torres,59,M,Santa Marta,31,true,Porvenir,Mininterior
4817,665001,urbano perez,52,F,Neiva,21,true,Colfondos,Null
4818,689792,blanca delgado,26,F,Medellin,52,false,Old Mutual,Mininterior
4819,688304,ximena castro,55,F,Santa Rosa de Cabal,28,true,Colpensiones,Mininterior
4820,780867,alexander gonzalez,46,M,Florencia,45,true,Porvenir,Inpec
4821,951720,fabiola pinto,48,M,Bucaramanga,58,false,Old Mutual,Inpec
4822,931272,carlos gonzalez,23,M,Chia,59,false,Porvenir,Minsalud
4823,649803,gonzalo santa,38,F,Yopal,42,false,Null,Minsalud
4824,695955,leandro castro,20,M,Medellin,48,false,Colfondos,Null
4825,963660,noel soto,59,F,Chia,33,false,Proteccion,Null
4826,495315,quiana reyes,25,M,Girardot,43,false,Proteccion,Inpec
4827,717054,veronica torres,41,M,Bucaramanga,53,false,Porvenir,Null
4828,910701,quico soto,26,F,Riohacha,55,true,Null,Minsalud
4829,245459,cristobal gonzalez,40,M,Cucuta,58,false,Null,Null
4830,510456,walter salazar,29,M,Cali,53,false,Null,Policia
4831,243742,lucas bernal,21,F,Leticia,50,true,Proteccion,Null
4832,528164,kike rojas,30,M,Popayan,59,true,Fondo extranjero,Policia
4833,171029,ximena ramirez,39,F,Medellin,39,false,Colfondos,Mininterior
4834,750999,leonardo lopez,20,F,Pitalito,48,false,Null,Armada
4835,836470,leonardo montero,39,F,Monteria,20,false,Old Mutual,Armada
4836,917078,diana murillo,30,F,Medellin,49,false,Null,Policia
4837,689060,yolanda flores,44,M,Armenia,35,false,Porvenir,Inpec
4838,773147,gabriel quintero,42,F,Armenia,33,false,Fondo extranjero,Mininterior
4839,846350,vicente perez,58,M,Pereira,49,false,Proteccion,Minsalud
4840,394537,xavier santa,58,F,Manizales,54,true,Null,Inpec
4841,328620,jorge doris,32,M,Apartado,40,true,Colfondos,Minsalud
4842,171353,kevin serrano,32,F,Medellin,33,true,Old Mutual,Minsalud
4843,280006,raul rodrigo,21,F,Inirida,40,true,Null,Minsalud
4844,610256,xavier alvarez,47,M,Medellin,29,true,Colpensiones,Inpec
4845,654291,bianca salazar,37,M,Riohacha,22,false,Colpensiones,Null
4846,663919,wilfredo medina,50,F,Valledupar,24,true,Proteccion,Null
4847,112667,zulema roberto,38,F,Apartado,34,false,Fondo extranjero,Minsalud
4848,738951,felicia gonzalez,30,M,Cali,31,true,Old Mutual,Minsalud
4849,300921,cesar medina,40,M,Apartado,40,false,Colfondos,Policia
4850,666598,josue salas,53,M,Quibdo,59,true,Proteccion,Null
4851,946304,gabriela delgado,53,F,Manizales,22,true,Old Mutual,Mininterior
4852,799826,zulema andrade,50,F,Villavicencio,60,true,Fondo extranjero,Mininterior
4853,372153,alberto mora,41,M,Valledupar,20,false,Colfondos,Policia
4854,214929,yadira rodriguez,53,F,Apartado,21,false,Colfondos,Inpec
4855,531782,leonardo martinez,40,F,Apartado,27,false,Colfondos,Inpec
4856,817313,rami rojas,51,M,Cucuta,26,false,Proteccion,Armada
4857,147461,gonzalo delgado,56,F,Neiva,25,false,Porvenir,Mininterior
4858,315691,nadia montero,31,M,Pitalito,38,false,Porvenir,Mininterior
4859,954196,josue murillo,48,F,Bucaramanga,43,false,Old Mutual,Minsalud
4860,134639,valeria delgado,32,M,Cucuta,43,false,Colpensiones,Null
4861,639085,karla fuentes,31,M,Quibdo,56,false,Fondo extranjero,Minsalud
4862,546459,alberto delgado,49,M,Valledupar,46,false,Colpensiones,Null
4863,251983,federico hidalgo,42,F,Ibague,53,false,Null,Minsalud
4864,359421,xavier jimenez,36,F,Ibague,29,false,Porvenir,Inpec
4865,840857,walter ron,32,F,Neiva,23,false,Proteccion,Inpec
4866,162739,xavier pinto,20,F,Riohacha,55,true,Colfondos,Minsalud
4867,807827,zacarias martinez,42,F,Arauquita,54,false,Proteccion,Mininterior
4868,360827,andres rojas,33,M,Cali,46,false,Old Mutual,Minsalud
4869,828778,juan bernal,49,F,Pereira,57,false,Null,Minsalud
4870,410252,claudia romero,46,F,Arauca,60,true,Colpensiones,Mininterior
4871,738199,ana soto,31,M,Ibague,37,true,Null,Armada
4872,281632,carmen torres,34,M,Chia,49,false,Proteccion,Minsalud
4873,911357,montserrat perez,48,F,Quibdo,27,false,Fondo extranjero,Null
4874,366123,hugo montero,56,M,Riohacha,28,false,Colfondos,Mininterior
4875,542924,hugo roberto,42,M,Cali,20,true,Colpensiones,Armada
4876,450124,andres reyes,40,M,Apartado,58,true,Proteccion,Mininterior
4877,998183,ximena pino,44,M,Soacha,51,false,Old Mutual,Inpec
4878,663967,violeta montero,43,F,Arauquita,31,false,Colfondos,Mininterior
4879,618846,zoe hidalgo,31,F,Bucaramanga,47,true,Old Mutual,Inpec
4880,949037,claudia castro,44,F,Riohacha,22,false,Colpensiones,Minsalud
4881,714584,josue vega,40,F,Quibdo,50,false,Old Mutual,Armada
4882,567840,alfonso carrillo,35,M,Yopal,50,true,Proteccion,Armada
4883,437681,pablo hidalgo,47,F,Cali,54,false,Proteccion,Mininterior
4884,432950,bruno castillo,21,M,Inirida,59,true,Colpensiones,Armada
4885,329020,sergio murillo,49,F,Quibdo,34,false,Colfondos,Null
4886,341713,rami salas,38,F,Santa Rosa de Cabal,37,true,Proteccion,Inpec
4887,239429,katerina rivera,39,M,Bogota,37,true,Fondo extranjero,Null
4888,282537,xavier marin,24,M,Villavicencio,53,false,Porvenir,Inpec
4889,163061,jose zapata,21,F,Manizales,49,false,Colpensiones,Null
4890,148542,gerardo cruz,26,F,Pasto,35,true,Null,Inpec
4891,299219,oscar martinez,37,F,Soacha,46,false,Fondo extranjero,Armada
4892,619629,roberto gomez,22,M,Neiva,50,true,Colpensiones,Minsalud
4893,418850,patricia calderon,28,F,Tunja,36,false,Fondo extranjero,Armada
4894,147038,samuel castro,55,M,Popayan,35,true,Colfondos,Policia
4895,470893,raul rodriguez,37,M,Cucuta,22,false,Proteccion,Null
4896,967672,silvia hidalgo,27,M,Santa Rosa de Cabal,47,false,Fondo extranjero,Mininterior
4897,241788,zoraida fuentes,39,F,Quibdo,30,false,Fondo extranjero,Policia
4898,466930,raul salas,39,M,Valledupar,58,false,Proteccion,Mininterior
4899,552800,pablo valenzuela,53,M,Arauca,47,false,Porvenir,Armada
4900,176582,jorge gomez,21,M,Yopal,55,false,Fondo extranjero,Policia
4901,806707,ricardo bautista,22,F,Pasto,59,true,Colfondos,Minsalud
4902,404068,walter gomez,21,F,Barranquilla,49,false,Colpensiones,Mininterior
4903,635669,cesar delgado,22,F,Bogota,31,false,Old Mutual,Mininterior
4904,135136,leandro soto,51,F,Bucaramanga,58,true,Colfondos,Mininterior
4905,219220,oscar rodriguez,29,M,Medellin,43,false,Colpensiones,Mininterior
4906,856200,xavier flores,31,M,Cali,36,true,Old Mutual,Mininterior
4907,353899,sergio gonzalez,33,F,Florencia,55,false,Colpensiones,Inpec
4908,790230,claudia gomez,50,M,Bucaramanga,52,false,Porvenir,Mininterior
4909,772837,ursula aguilar,22,M,Manizales,57,true,Null,Armada
4910,291614,victor perez,42,M,Soacha,23,false,Old Mutual,Mininterior
4911,804766,olga castro,48,M,Chia,57,false,Colfondos,Minsalud
4912,575172,nadia castro,51,M,Tunja,48,true,Old Mutual,Mininterior
4913,390598,alfonso andrade,53,F,Armenia,43,false,Old Mutual,Mininterior
4914,712365,hugo sierra,34,F,Sincelejo,51,true,Fondo extranjero,Minsalud
4915,555619,bianca moreno,34,F,Pitalito,35,true,Fondo extranjero,Policia
4916,610928,sergio bernal,34,M,Armenia,52,false,Porvenir,Minsalud
4917,219250,teresa vargas,32,M,Tunja,52,false,Porvenir,Armada
4918,633993,angela perez,57,M,Villavicencio,46,true,Null,Inpec
4919,519721,ximena santa,60,M,Monteria,26,false,Null,Minsalud
4920,383146,marcos gonzalez,45,M,Arauca,31,false,Fondo extranjero,Armada
4921,550172,nerea flores,40,F,Leticia,36,false,Null,Mininterior
4922,178285,benjaman delgado,37,M,Inirida,40,false,Old Mutual,Mininterior
4923,178938,sofia barrios,48,F,Medellin,30,true,Null,Minsalud
4924,725706,alexander torres,56,M,Arauca,21,true,Colfondos,Minsalud
4925,212434,victor ramirez,20,F,Santa Rosa de Cabal,31,false,Fondo extranjero,Minsalud
4926,329665,urbano hernandez,46,F,Inirida,43,false,Null,Armada
4927,636471,eduardo perez,47,F,Neiva,42,false,Proteccion,Armada
4928,495028,pedro perez,57,F,Manizales,42,false,Proteccion,Minsalud
4929,972989,oscar caro,35,F,Armenia,56,true,Null,Null
4930,100053,yolanda hernandez,52,F,Pitalito,36,true,Colpensiones,Policia
4931,643742,laura murillo,47,M,Riohacha,20,true,Colpensiones,Armada
4932,768791,federico garcia,35,F,Neiva,43,true,Colfondos,Armada
4933,158782,diana reyes,30,F,Riohacha,20,true,Fondo extranjero,Mininterior
4934,473508,hugo roberto,38,M,Cali,52,true,Proteccion,Armada
4935,952199,iris medina,46,M,Sincelejo,47,true,Colfondos,Mininterior
4936,973290,valeria diaz,36,F,Leticia,48,true,Colpensiones,Armada
4937,895570,veronica reyes,23,F,Yopal,42,true,Fondo extranjero,Mininterior
4938,228433,benjaman soto,36,M,Medellin,55,false,Colpensiones,Null
4939,946178,olivia gonzalez,36,M,Pitalito,59,false,Colfondos,Policia
4940,644173,quico ferrer,58,F,Ibague,50,true,Null,Inpec
4941,797550,teresa pino,40,M,Sincelejo,53,false,Colpensiones,Armada
4942,604460,pablo salazar,39,F,Monteria,50,true,Porvenir,Policia
4943,206875,olga moreno,24,M,Cali,45,true,Porvenir,Null
4944,655085,benjaman vega,60,F,Pereira,24,true,Fondo extranjero,Policia
4945,648771,teresa gomez,27,M,Neiva,24,true,Fondo extranjero,Armada
4946,589486,wenceslao medina,38,M,Barranquilla,21,true,Colfondos,Inpec
4947,153174,jose jimenez,54,F,Arauca,40,false,Proteccion,Mininterior
4948,270752,samuel piedra,58,M,Neiva,29,true,Colpensiones,Null
4949,187227,federico rojas,36,M,Leticia,21,false,Proteccion,Mininterior
4950,945368,hector flores,60,M,Arauca,21,true,Old Mutual,Mininterior
4951,854802,carmen maron,52,M,Arauquita,59,true,Old Mutual,Policia
