id_caracterizacion,cedula,nombre,entidadPublica,condecoraciones,hijosEntidadPublica,familiarPolicia,mayorEdadFamiliarPolicia,observacionesDisciplinarias,tipoInstitucionLegal,sanciones
5353,825390,laura martinez,Mininterior,true,false,true,false,Null,Contraloria,true
5354,984106,ignacio andrade,Null,false,false,true,true,Null,Null,false
5355,437393,juanita gomez,Policia,false,false,false,true,ObservacionInpec,Procuraduria,true
5356,538647,ursula franco,Minsalud,true,true,false,true,ObservacionInpec,Fiscalia,false
5357,617695,raul martinez,Armada,true,false,false,true,ObservacionMininterior,Procuraduria,true
5358,801518,pablo torres,Null,true,true,false,false,Null,Procuraduria,false
5359,192633,nicolas sanchez,Armada,true,true,false,false,Null,Procuraduria,true
5360,827815,juan gil,Null,true,true,true,true,ObservacionArmada,Procuraduria,false
5361,413936,daniel garcia,Policia,true,true,true,true,ObservacionInpec,Null,true
5362,442876,diana reyes,Policia,true,false,false,true,ObservacionArmada,Null,true
5363,327418,raul castro,Policia,true,false,true,false,ObservacionMinsalud,Procuraduria,true
5364,219736,robinson carrera,Inpec,true,false,true,false,ObservacionMininterior,Null,false
5365,251148,blanca garcia,Policia,true,true,false,true,ObservacionMinsalud,Procuraduria,false
5366,211424,ursula gomez,Minsalud,false,false,false,false,ObservacionInpec,Null,false
5367,340182,cesar bautista,Null,false,true,false,true,ObservacionInpec,Fiscalia,true
5368,170085,javier vargas,Mininterior,false,true,false,false,ObservacionMinsalud,Contraloria,false
5369,845727,ricardo gomez,Armada,false,false,false,true,ObservacionMininterior,Null,false
5370,216098,zacarias perez,Null,false,true,false,true,ObservacionInpec,Procuraduria,true
5371,521979,ivan garcia,Armada,false,false,true,false,ObservacionMinsalud,Procuraduria,false
5372,250420,humberto montero,Mininterior,true,true,true,false,ObservacionMinsalud,Null,false
5373,961845,felicia gonzalez,Minsalud,true,true,false,false,ObservacionArmada,Procuraduria,true
5374,755202,daniel vargas,Minsalud,true,true,false,false,ObservacionMinsalud,Fiscalia,false
5375,362447,cesar hinojosa,Minsalud,false,false,true,false,ObservacionInpec,Null,true
5376,474902,olga martinez,Inpec,true,false,true,true,Null,Null,false
5377,630321,tomas garcia,Policia,false,true,false,false,ObservacionArmada,Null,false
5378,119278,noelia rojas,Null,false,false,false,false,ObservacionMininterior,Null,true
5379,436926,juanita hernandez,Minsalud,false,false,false,false,ObservacionMininterior,Null,true
5380,373454,javier gil,Mininterior,false,false,true,false,ObservacionMinsalud,Null,false
5381,328564,hugo rojas,Minsalud,false,true,false,true,ObservacionMinsalud,Null,true
5382,149427,violeta valenzuela,Inpec,false,false,false,false,ObservacionInpec,Contraloria,true
5383,734667,diana marin,Inpec,false,false,false,true,Null,Null,true
5384,996827,kira gil,Mininterior,true,false,true,false,ObservacionInpec,Null,true
5385,335189,valeria fuentes,Armada,true,false,true,false,Null,Procuraduria,true
5386,755735,ivan carrera,Inpec,true,false,false,false,ObservacionInpec,Procuraduria,false
5387,389079,ricardo rivera,Policia,true,false,false,true,ObservacionMininterior,Contraloria,false
5388,181050,daniela pineda,Policia,true,true,true,false,ObservacionInpec,Null,false
5389,653630,susana ferrari,Mininterior,true,false,false,true,Null,Procuraduria,true
5390,900880,ricardo gomez,Policia,false,true,false,false,Null,Null,false
5391,269817,angela mora,Mininterior,false,true,false,false,ObservacionInpec,Null,true
5392,916044,valeria hernandez,Armada,false,true,false,true,Null,Fiscalia,false
5393,591346,alicia pinto,Inpec,true,false,false,true,ObservacionArmada,Contraloria,false
5394,567477,dolores vega,Armada,false,false,true,false,ObservacionArmada,Fiscalia,false
5395,878115,nicolas cruz,Null,true,true,false,true,ObservacionMininterior,Null,false
5396,394494,hugo vargas,Inpec,false,false,true,true,Null,Null,false
5397,699713,guillermo jimenez,Policia,false,false,true,true,ObservacionInpec,Procuraduria,true
5398,741242,jorge reyes,Armada,true,false,false,true,ObservacionArmada,Procuraduria,true
5399,725302,veronica ferrer,Minsalud,false,true,false,false,ObservacionMininterior,Contraloria,true
5400,614159,jorge soto,Inpec,false,false,true,false,ObservacionMininterior,Fiscalia,false
5401,359725,jorge pineda,Minsalud,true,true,true,true,Null,Fiscalia,true
5402,622689,gabriela torres,Null,true,true,true,false,ObservacionArmada,Null,false
5403,328042,pablo vanegas,Inpec,true,false,true,false,Null,Fiscalia,true
5404,586291,kevin soto,Minsalud,false,true,true,false,ObservacionInpec,Procuraduria,true
5405,844132,noel herrera,Minsalud,false,true,true,false,ObservacionMinsalud,Procuraduria,false
5406,748019,zoraida mora,Policia,false,true,false,false,Null,Fiscalia,false
5407,955332,norma roberto,Policia,true,false,false,true,ObservacionMininterior,Contraloria,true
5408,757501,cesar carrillo,Inpec,false,true,false,false,ObservacionMininterior,Procuraduria,true
5409,202209,hector castro,Armada,false,false,false,true,ObservacionMinsalud,Fiscalia,false
5410,460470,bianca vargas,Mininterior,false,false,false,true,ObservacionMinsalud,Procuraduria,false
5411,904828,hugo bautista,Minsalud,true,false,true,true,ObservacionInpec,Null,true
5412,952802,juanita castro,Minsalud,false,true,true,false,ObservacionArmada,Fiscalia,false
5413,491241,olga andrade,Policia,true,true,true,true,Null,Contraloria,false
5414,404417,karla pizarro,Minsalud,false,false,true,true,Null,Fiscalia,true
5415,181170,sonia bustos,Policia,false,true,true,false,ObservacionMininterior,Procuraduria,false
5416,503681,patricia gonzalez,Mininterior,true,false,false,false,ObservacionMininterior,Procuraduria,true
5417,271239,miriam castillo,Mininterior,true,false,false,false,ObservacionInpec,Procuraduria,true
5418,474259,rosa hidalgo,Minsalud,true,false,true,false,Null,Contraloria,false
5419,147446,ivana herrera,Armada,false,true,true,true,ObservacionMininterior,Contraloria,false
5420,714824,gabriela pardo,Inpec,false,true,true,false,ObservacionArmada,Contraloria,false
5421,160781,andres salas,Inpec,false,false,false,false,ObservacionArmada,Contraloria,true
5422,812778,cristobal gonzalez,Armada,false,false,true,false,ObservacionMininterior,Null,true
5423,931226,fernando gonzalez,Armada,false,true,false,true,Null,Null,false
5424,696313,patricia pinto,Null,true,false,true,true,Null,Fiscalia,true
5425,480527,beronica hidalgo,Minsalud,false,true,false,false,ObservacionMininterior,Null,true
5426,288311,ricardo bernal,Inpec,false,false,true,true,Null,Contraloria,false
5427,606013,jose gil,Policia,false,true,false,false,ObservacionMinsalud,Fiscalia,true
5428,965363,zulema caro,Policia,false,true,false,false,ObservacionInpec,Procuraduria,false
5429,962276,hugo montero,Minsalud,true,true,false,true,ObservacionMininterior,Contraloria,true
5430,916599,noelia torres,Policia,true,true,false,true,Null,Fiscalia,false
5431,367996,wilfredo piedra,Minsalud,true,false,false,false,ObservacionInpec,Procuraduria,false
5432,449044,urbano martinez,Inpec,false,true,false,true,Null,Contraloria,true
5433,322307,luisana carrillo,Mininterior,true,true,false,true,Null,Contraloria,false
5434,170437,francisco hinojosa,Null,false,false,false,false,ObservacionArmada,Procuraduria,false
5435,656640,susana castro,Armada,true,false,false,false,ObservacionArmada,Fiscalia,true
5436,982946,felipe jimenez,Null,true,false,false,true,ObservacionMinsalud,Contraloria,false
5437,854400,patricia alvarez,Mininterior,false,false,false,false,ObservacionInpec,Fiscalia,true
5438,481106,isabel bautista,Inpec,true,false,true,false,ObservacionMininterior,Contraloria,true
5439,222471,marta perez,Minsalud,true,false,false,false,ObservacionInpec,Null,true
5440,371090,kira delgado,Mininterior,true,false,false,true,ObservacionMinsalud,Procuraduria,false
5441,638474,gabriel gonzalez,Null,true,true,false,false,ObservacionInpec,Procuraduria,true
5442,771678,yolanda marquez,Policia,false,true,false,true,ObservacionInpec,Null,false
5443,830232,lidia alvarado,Policia,false,true,true,false,ObservacionInpec,Procuraduria,true
5444,159977,teresa fuentes,Mininterior,true,false,true,false,ObservacionArmada,Fiscalia,false
5445,269898,elias vargas,Null,false,false,false,true,ObservacionArmada,Procuraduria,true
5446,343241,graciela valverde,Inpec,true,true,true,false,ObservacionMininterior,Contraloria,true
5447,580591,sonia rojas,Mininterior,true,false,false,true,ObservacionMininterior,Contraloria,false
5448,748552,laura cabrera,Mininterior,false,false,false,false,ObservacionMinsalud,Fiscalia,false
5449,730849,xavier lopez,Minsalud,false,false,false,false,ObservacionInpec,Null,true
5450,587914,laura caro,Armada,false,false,true,false,ObservacionMinsalud,Contraloria,true
5451,479594,manuel pico,Inpec,false,false,true,true,ObservacionArmada,Fiscalia,true
5452,273356,quico vanegas,Mininterior,true,false,false,true,ObservacionInpec,Contraloria,false
5453,510310,rosa sanchez,Null,false,false,false,true,ObservacionMininterior,Procuraduria,true
5454,642889,vicente gonzalez,Mininterior,false,true,false,false,ObservacionMininterior,Procuraduria,true
5455,208246,ricardo reyes,Mininterior,false,true,true,true,ObservacionMininterior,Fiscalia,false
5456,453146,diana castro,Policia,false,false,true,true,ObservacionInpec,Contraloria,false
5457,243650,ricardo carrillo,Mininterior,true,false,false,true,ObservacionMininterior,Procuraduria,false
5458,718896,nicolas pineda,Armada,false,false,true,true,Null,Contraloria,true
5459,454082,fernando gonzalez,Null,false,true,true,true,ObservacionMininterior,Contraloria,true
5460,438208,xavier lopez,Policia,true,false,true,false,Null,Fiscalia,true
5461,899122,vicente mendoza,Minsalud,true,false,true,true,Null,Procuraduria,false
5462,814084,sergio soto,Inpec,true,true,false,false,Null,Fiscalia,false
5463,166022,alfonso mendoza,Inpec,false,false,true,false,ObservacionInpec,Fiscalia,false
5464,791999,victor ferrer,Minsalud,false,true,true,true,ObservacionMinsalud,Null,false
5465,475200,olga rivera,Null,false,true,false,false,ObservacionArmada,Null,true
5466,444505,gema torres,Mininterior,false,true,false,false,ObservacionInpec,Contraloria,false
5467,558168,oscar silva,Mininterior,false,false,true,true,ObservacionInpec,Null,false
5468,558286,federico garcia,Mininterior,false,false,false,false,Null,Null,true
5469,734725,quiana moreno,Mininterior,false,true,false,false,Null,Null,false
5470,790444,eliza serna,Armada,true,false,true,true,Null,Fiscalia,true
5471,574611,luisana bautista,Policia,true,false,false,true,ObservacionInpec,Contraloria,true
5472,612322,walter juarez,Mininterior,false,false,false,true,ObservacionMininterior,Fiscalia,true
5473,220167,gloria mora,Policia,true,false,true,false,ObservacionMininterior,Procuraduria,false
5474,647218,yolanda sanchez,Null,false,true,false,true,ObservacionArmada,Contraloria,true
5475,490509,ricardo pardo,Inpec,true,false,false,true,ObservacionMinsalud,Fiscalia,false
5476,285776,susana garcia,Inpec,true,true,false,false,Null,Null,true
5477,329555,guillermo silva,Null,false,false,false,true,ObservacionArmada,Procuraduria,true
5478,728757,kevin romero,Inpec,true,false,true,false,Null,Fiscalia,true
5479,974653,yasmin cruz,Inpec,true,false,true,true,ObservacionMinsalud,Contraloria,false
5480,967740,juanita torres,Inpec,true,true,true,true,ObservacionArmada,Contraloria,false
5481,213727,eliza gonzalez,Armada,false,true,false,true,Null,Contraloria,false
5482,300904,roberto lopez,Inpec,false,true,true,false,Null,Fiscalia,true
5483,791021,rosa gonzalez,Minsalud,true,true,true,true,ObservacionArmada,Procuraduria,false
5484,245843,cesar perez,Inpec,false,false,true,true,Null,Contraloria,false
5485,838854,kike delgado,Mininterior,false,false,true,true,ObservacionMinsalud,Null,true
5486,790264,ricardo roberto,Mininterior,false,true,false,true,Null,Procuraduria,true
5487,346282,teresa roberto,Mininterior,false,false,false,true,Null,Procuraduria,true
5488,933819,nicolas pinto,Armada,true,false,false,false,Null,Contraloria,true
5489,726792,oscar hernandez,Null,true,true,true,false,ObservacionMinsalud,Contraloria,false
5490,816042,tatiana rodriguez,Mininterior,false,true,true,true,ObservacionMininterior,Contraloria,false
5491,198926,zacarias valverde,Minsalud,false,false,false,false,ObservacionMinsalud,Procuraduria,false
5492,513779,teresa calderon,Inpec,false,false,false,true,Null,Null,true
5493,571109,walter alvarez,Null,true,true,false,true,ObservacionArmada,Contraloria,false
5494,698732,sergio fuentes,Null,false,true,true,true,ObservacionMininterior,Procuraduria,false
5495,886127,mario ferrari,Minsalud,true,true,false,false,ObservacionInpec,Procuraduria,false
5496,368382,carmen quintana,Mininterior,true,false,true,false,ObservacionMinsalud,Contraloria,true
5497,553150,walter pino,Null,false,true,true,false,Null,Procuraduria,true
5498,632363,beronica pineda,Minsalud,false,false,false,true,ObservacionArmada,Procuraduria,false
5499,621550,alex garcia,Armada,true,true,true,true,ObservacionArmada,Contraloria,true
5500,318659,samuel flores,Policia,true,true,true,false,ObservacionInpec,Contraloria,false
5501,793872,teresa franco,Minsalud,true,true,true,true,ObservacionInpec,Contraloria,true
5502,224779,tatiana mendez,Minsalud,true,true,false,true,ObservacionInpec,Fiscalia,true
5503,666502,gloria caro,Null,true,false,true,false,Null,Fiscalia,false
5504,349623,pablo morales,Inpec,false,true,true,false,Null,Null,true
5505,913589,alicia torres,Null,false,true,false,false,ObservacionMinsalud,Fiscalia,false
5506,747261,pablo ramirez,Inpec,false,true,true,false,ObservacionMinsalud,Null,true
5507,198455,hugo reyes,Armada,true,true,false,true,ObservacionMininterior,Contraloria,false
5508,591907,federico pineda,Armada,false,true,false,true,ObservacionArmada,Fiscalia,false
5509,819232,nadia roberto,Null,true,true,false,false,ObservacionArmada,Fiscalia,false
5510,676723,isabela montero,Minsalud,true,true,true,true,Null,Fiscalia,true
5511,572919,ivonne hernandez,Minsalud,false,false,false,false,Null,Fiscalia,false
5512,317416,isabel lopez,Null,true,true,false,false,ObservacionInpec,Null,true
5513,144924,noel gonzalez,Minsalud,true,false,true,true,ObservacionArmada,Procuraduria,false
5514,340696,esteban vargas,Null,true,false,true,true,Null,Null,false
5515,579261,isabela silva,Null,false,false,false,true,ObservacionArmada,Fiscalia,false
5516,687304,tomas jimenez,Null,false,false,false,true,ObservacionMininterior,Procuraduria,false
5517,484522,josue gonzalez,Minsalud,false,true,false,false,ObservacionInpec,Procuraduria,true
5518,656739,sofia garcia,Policia,false,true,true,false,ObservacionInpec,Contraloria,true
5519,596370,urbano alvarez,Minsalud,false,true,true,false,Null,Fiscalia,false
5520,415240,karen bautista,Armada,true,true,false,false,Null,Procuraduria,false
5521,813693,benjamin ruiz,Inpec,false,false,true,true,ObservacionMinsalud,Procuraduria,true
5522,746162,nicolas gomez,Policia,true,true,true,false,ObservacionArmada,Procuraduria,true
5523,886141,miriam gonzalez,Null,false,true,true,false,ObservacionMinsalud,Null,false
5524,636568,pilar jimenez,Inpec,false,true,false,true,ObservacionInpec,Procuraduria,true
5525,887515,gema bautista,Minsalud,false,false,true,true,ObservacionInpec,Contraloria,false
5526,562875,hugo medina,Mininterior,false,true,true,false,Null,Procuraduria,false
5527,231858,julieta rodrigo,Minsalud,true,true,false,false,ObservacionInpec,Fiscalia,true
5528,177916,kira moreno,Armada,false,true,true,false,ObservacionInpec,Contraloria,true
5529,319706,ivonne cifuentes,Armada,false,true,false,false,Null,Procuraduria,false
5530,871813,raul martinez,Null,false,false,true,true,ObservacionArmada,Null,true
5531,409663,ricardo murillo,Null,true,true,false,true,ObservacionArmada,Procuraduria,true
5532,675052,nicolas pino,Null,false,false,false,true,Null,Null,false
5533,194588,blanca piedra,Policia,false,false,false,false,ObservacionArmada,Null,true
5534,907645,natividad rodriguez,Null,true,false,true,false,ObservacionInpec,Contraloria,false
5535,972123,ursula gonzalez,Armada,false,false,true,false,ObservacionMinsalud,Null,true
5536,689982,vicente quiroz,Mininterior,false,true,false,true,ObservacionMinsalud,Null,true
5537,322928,teresa garcia,Policia,false,false,false,true,ObservacionInpec,Procuraduria,true
5538,883277,teresa martinez,Null,true,false,true,true,ObservacionInpec,Contraloria,true
5539,339763,daniel herrera,Armada,false,false,false,true,ObservacionMinsalud,Contraloria,false
5540,953805,karla martinez,Inpec,true,false,true,false,Null,Fiscalia,false
5541,537006,federico perez,Minsalud,true,true,true,true,ObservacionMininterior,Null,false
5542,891311,leandro hernandez,Minsalud,true,true,false,true,ObservacionMinsalud,Procuraduria,false
5543,364795,nadia torres,Inpec,false,true,true,true,ObservacionInpec,Contraloria,false
5544,843930,helena mendoza,Policia,false,false,false,true,ObservacionInpec,Null,true
5545,920693,kevin gonzalez,Inpec,false,false,false,true,ObservacionMinsalud,Fiscalia,false
5546,540327,karen romero,Policia,true,false,false,true,ObservacionArmada,Procuraduria,false
5547,528214,cesar andrade,Null,false,true,true,false,ObservacionMinsalud,Fiscalia,true
5548,543544,yasmin mendoza,Armada,true,true,true,true,ObservacionMinsalud,Null,true
5549,508269,xavier sanchez,Null,false,false,false,false,ObservacionMinsalud,Procuraduria,true
5550,835223,manuel soto,Null,true,true,true,true,ObservacionMinsalud,Procuraduria,false
5551,771274,olga vargas,Policia,false,true,true,true,ObservacionMinsalud,Null,true
5552,560653,zoe garcia,Inpec,true,false,false,false,Null,Null,false
5553,821692,pilar vega,Mininterior,false,true,false,true,Null,Contraloria,false
5554,796211,angela vargas,Null,true,true,false,true,ObservacionArmada,Contraloria,false
5555,497964,hector jimenez,Policia,false,true,false,false,ObservacionMinsalud,Contraloria,true
5556,199579,oscar delgado,Inpec,false,false,true,false,ObservacionArmada,Null,true
5557,172975,andres pineda,Policia,true,false,false,true,ObservacionMininterior,Fiscalia,false
5558,146461,humberto garcia,Policia,false,false,true,true,ObservacionMinsalud,Fiscalia,true
5559,125932,cesar mendoza,Mininterior,true,true,true,false,ObservacionArmada,Contraloria,false
5560,493637,claudia garcia,Armada,false,false,true,false,Null,Null,true
5561,742415,pablo david,Armada,false,false,false,false,ObservacionMinsalud,Procuraduria,false
5562,699092,gabriel hernandez,Null,false,true,false,true,Null,Procuraduria,true
5563,906054,juanita hernandez,Armada,false,false,false,true,ObservacionInpec,Null,true
5564,185077,alfonso reyes,Mininterior,true,false,true,true,Null,Contraloria,false
5565,155364,carlos martinez,Mininterior,false,true,true,false,ObservacionMininterior,Null,true
5566,872749,yolanda vega,Null,true,false,true,false,ObservacionArmada,Procuraduria,false
5567,940909,david garcia,Inpec,false,true,false,true,Null,Procuraduria,false
5568,235716,oscar mendoza,Minsalud,false,true,true,false,ObservacionMinsalud,Contraloria,true
5569,559443,alicia roberto,Armada,true,true,true,true,Null,Contraloria,false
5570,711788,mario silva,Minsalud,false,true,true,true,Null,Procuraduria,false
5571,137276,zoe diaz,Inpec,true,true,true,true,ObservacionArmada,Null,true
5572,884666,yadira navarro,Policia,true,true,true,true,Null,Procuraduria,true
5573,774071,federico silva,Inpec,false,true,false,false,ObservacionMininterior,Fiscalia,true
5574,192947,noel garcia,Minsalud,true,false,false,false,Null,Null,false
5575,724227,ricardo gonzalez,Mininterior,true,true,false,true,ObservacionInpec,Contraloria,true
5576,368701,zoe bautista,Inpec,true,false,false,true,ObservacionInpec,Procuraduria,false
5577,442982,zacarias garcia,Policia,false,true,false,false,ObservacionMininterior,Null,true
5578,129729,hugo carrera,Null,true,false,true,true,ObservacionArmada,Procuraduria,false
5579,293811,rami silva,Policia,true,false,false,false,Null,Null,true
5580,618414,noel serrano,Armada,true,true,true,false,ObservacionMinsalud,Procuraduria,false
5581,889643,raul ferrer,Armada,true,true,true,true,ObservacionArmada,Null,false
5582,280318,gema murillo,Minsalud,true,true,true,false,Null,Null,true
5583,348142,urbano romero,Armada,false,false,false,true,Null,Procuraduria,false
5584,699190,pablo lira,Null,false,true,true,true,ObservacionInpec,Null,false
5585,826946,tatiana vega,Policia,false,false,false,false,Null,Procuraduria,true
5586,956635,felicia gonzalez,Armada,false,true,true,false,ObservacionMininterior,Fiscalia,true
5587,915159,raul mora,Null,true,true,true,false,Null,Contraloria,true
5588,263174,nicolas garcia,Null,false,false,false,false,ObservacionArmada,Fiscalia,true
5589,238749,nerea lopez,Minsalud,true,true,false,false,ObservacionArmada,Fiscalia,false
5590,882559,noel silva,Armada,true,true,false,false,ObservacionInpec,Procuraduria,true
5591,889242,noel medina,Policia,false,true,true,true,ObservacionArmada,Fiscalia,false
5592,784389,laura alvarado,Null,false,true,false,false,ObservacionArmada,Null,true
5593,363738,oscar piedra,Inpec,true,false,true,false,ObservacionMinsalud,Fiscalia,true
5594,213699,raul zapata,Mininterior,true,false,false,false,ObservacionMininterior,Contraloria,true
5595,605984,karla gonzalez,Armada,true,false,true,false,ObservacionMinsalud,Fiscalia,true
5596,584587,teresa bernal,Policia,true,false,true,false,ObservacionMininterior,Procuraduria,true
5597,388358,gonzalo perez,Policia,true,false,true,false,ObservacionInpec,Procuraduria,true
5598,898216,yolanda gonzalez,Minsalud,true,false,true,false,ObservacionArmada,Null,false
5599,209497,noelia castillo,Mininterior,false,true,false,false,ObservacionArmada,Procuraduria,false
5600,605747,kike romero,Policia,true,true,false,true,ObservacionArmada,Null,true
5601,558331,tomas ruiz,Mininterior,false,false,false,false,ObservacionArmada,Procuraduria,true
5602,147462,bruno romero,Minsalud,false,true,false,true,ObservacionArmada,Procuraduria,false
5603,540463,gloria castro,Policia,true,false,true,true,ObservacionMininterior,Procuraduria,false
5604,553592,ursula alvarez,Null,false,true,false,false,ObservacionInpec,Contraloria,false
5605,714233,graciela gomez,Minsalud,true,false,true,true,ObservacionInpec,Null,false
5606,406093,pablo vanegas,Policia,true,true,false,false,ObservacionMinsalud,Null,false
5607,887308,karen gomez,Mininterior,true,true,true,false,ObservacionArmada,Contraloria,false
5608,572925,noel garcia,Minsalud,false,true,false,false,ObservacionMininterior,Null,true
5609,711435,lucia delgado,Armada,true,true,true,true,ObservacionMininterior,Null,false
5610,774769,jorge pineda,Minsalud,true,true,true,false,ObservacionArmada,Fiscalia,false
5611,493904,hugo medina,Mininterior,false,true,false,false,ObservacionMinsalud,Null,true
5612,974263,sergio mora,Armada,true,true,true,true,ObservacionMininterior,Null,false
5613,638720,graciela mora,Minsalud,true,true,false,true,ObservacionInpec,Fiscalia,true
5614,828902,alberto gonzalez,Mininterior,false,false,true,true,ObservacionMinsalud,Fiscalia,true
5615,172122,ricardo roberto,Mininterior,false,true,false,true,ObservacionInpec,Null,true
5616,329839,barbara vargas,Inpec,true,true,true,true,ObservacionInpec,Procuraduria,true
5617,802891,kira sanchez,Mininterior,false,true,true,false,Null,Procuraduria,true
5618,170964,ursula morales,Null,false,true,false,true,ObservacionMinsalud,Fiscalia,false
5619,429432,julieta fuentes,Inpec,false,false,false,true,ObservacionArmada,Procuraduria,false
5620,811592,olga vazquez,Null,true,true,false,false,Null,Fiscalia,true
5621,818369,bruno reyes,Policia,false,false,false,true,ObservacionMinsalud,Contraloria,false
5622,411756,xavier gomez,Null,true,true,false,false,ObservacionArmada,Procuraduria,true
5623,946998,olga ferrari,Policia,true,true,true,true,Null,Fiscalia,true
5624,173767,ivana roberto,Inpec,false,false,false,true,Null,Fiscalia,true
5625,596919,alicia torres,Null,false,false,true,true,ObservacionArmada,Procuraduria,false
5626,592352,vicente soto,Mininterior,false,false,false,false,ObservacionMinsalud,Contraloria,true
5627,637000,benjamin medina,Policia,true,false,true,false,ObservacionInpec,Contraloria,false
5628,110490,vicente sarmiento,Minsalud,false,true,false,true,ObservacionArmada,Contraloria,true
5629,368126,isabela fuentes,Policia,true,true,true,true,ObservacionMininterior,Contraloria,false
5630,346904,eliza serrano,Mininterior,false,false,false,false,ObservacionInpec,Fiscalia,true
5631,310812,ivonne valverde,Inpec,true,false,false,false,Null,Fiscalia,false
5632,746873,mariana martinez,Armada,false,false,false,true,ObservacionArmada,Fiscalia,false
5633,330371,laura delgado,Mininterior,true,true,false,true,ObservacionMininterior,Procuraduria,false
5634,437353,juan cruz,Armada,true,false,true,true,ObservacionMinsalud,Contraloria,false
5635,190727,bruno rodriguez,Minsalud,true,false,false,true,Null,Contraloria,true
5636,637776,pablo lira,Armada,false,false,true,false,ObservacionMinsalud,Fiscalia,false
5637,904846,eliza cameron,Mininterior,true,false,false,true,ObservacionMininterior,Fiscalia,false
5638,373928,jorge roa,Mininterior,false,true,true,false,ObservacionMinsalud,Procuraduria,false
5639,491762,juan pinto,Policia,true,false,false,false,Null,Null,false
5640,600646,raul carrillo,Minsalud,false,true,false,true,ObservacionMinsalud,Procuraduria,false
5641,349311,zacarias rivas,Armada,true,true,false,false,ObservacionMinsalud,Contraloria,false
5642,478149,raul silva,Mininterior,true,false,true,false,ObservacionArmada,Fiscalia,false
5643,425962,bianca pineda,Armada,false,false,false,false,ObservacionMininterior,Null,true
5644,636318,beronica pico,Armada,true,false,false,true,ObservacionInpec,Null,false
5645,551592,cristobal silva,Mininterior,true,true,true,false,ObservacionMininterior,Fiscalia,true
5646,884795,angela fuentes,Mininterior,true,false,false,false,Null,Procuraduria,true
5647,586410,rami valenzuela,Policia,false,false,true,false,ObservacionInpec,Fiscalia,false
5648,179076,urbano romero,Policia,false,false,false,false,Null,Null,false
5649,418802,silvia gonzalez,Minsalud,true,false,false,true,ObservacionArmada,Procuraduria,true
5650,422827,gonzalo rivera,Inpec,false,false,false,false,ObservacionInpec,Procuraduria,true
5651,313614,ursula fuentes,Minsalud,false,true,false,true,ObservacionArmada,Fiscalia,false
5652,139883,pablo garcia,Policia,false,false,false,false,ObservacionArmada,Null,true
5653,178680,yolanda navarro,Null,false,true,false,false,ObservacionInpec,Contraloria,true
5654,638096,ricardo piedra,Null,false,true,false,true,ObservacionMininterior,Fiscalia,true
5655,531517,wenceslao silva,Policia,false,false,false,true,ObservacionMininterior,Null,true
5656,655321,hugo delgado,Null,false,false,false,true,Null,Contraloria,false
5657,148385,urbano cruz,Armada,true,true,true,true,ObservacionMinsalud,Null,true
5658,601429,juan quiroz,Armada,true,false,true,false,ObservacionMinsalud,Contraloria,true
5659,971002,javier rodrigo,Inpec,false,true,false,true,ObservacionInpec,Null,false
5660,229549,vicente silva,Inpec,false,true,false,false,ObservacionArmada,Fiscalia,true
5661,303814,juanita rodriguez,Policia,false,false,true,false,ObservacionMininterior,Fiscalia,true
5662,221931,victor soto,Armada,false,true,true,true,ObservacionArmada,Null,true
5663,307856,alexander castillo,Inpec,false,true,false,false,ObservacionMininterior,Contraloria,true
5664,860480,pilar rodriguez,Policia,false,false,false,false,ObservacionMininterior,Contraloria,true
5665,193960,ricardo cruz,Armada,false,true,false,false,ObservacionInpec,Contraloria,true
5666,183391,teresa torres,Policia,true,false,false,true,ObservacionInpec,Procuraduria,false
5667,597472,gloria rojas,Null,true,true,false,true,Null,Null,true
5668,966928,jose cruz,Mininterior,true,false,true,false,ObservacionMinsalud,Procuraduria,true
5669,836020,rami gil,Minsalud,false,false,false,false,ObservacionArmada,Contraloria,true
5670,176369,nadia juarez,Policia,false,true,true,true,ObservacionInpec,Procuraduria,true
5671,185553,yolanda serrano,Minsalud,false,false,false,false,Null,Procuraduria,true
5672,210692,patricia marin,Armada,true,false,true,false,ObservacionInpec,Null,true
5673,208926,olivia fuentes,Policia,true,false,false,false,Null,Procuraduria,false
5674,422343,pilar quintana,Inpec,false,false,true,false,ObservacionMinsalud,Fiscalia,false
5675,554396,gabriela pizarro,Mininterior,false,true,false,true,ObservacionMinsalud,Procuraduria,false
5676,499440,fabio vazquez,Policia,false,false,true,true,ObservacionArmada,Null,true
5677,132991,fabiola vazquez,Inpec,true,false,false,true,ObservacionMininterior,Null,false
5678,116903,fernando bautista,Minsalud,true,true,false,false,ObservacionMininterior,Contraloria,true
5679,948793,isabela juarez,Armada,false,true,false,false,ObservacionInpec,Fiscalia,true
5680,117505,daniel silva,Policia,true,true,true,false,Null,Procuraduria,false
5681,149716,olivia delgado,Armada,true,true,true,false,ObservacionMinsalud,Contraloria,true
5682,736780,emilio cruz,Null,false,false,true,true,ObservacionArmada,Fiscalia,false
5683,144242,zulema salas,Minsalud,false,false,false,false,ObservacionInpec,Contraloria,true
5684,264059,felipe alvarado,Armada,false,false,true,false,ObservacionMininterior,Fiscalia,false
5685,944316,montserrat moreno,Null,false,true,false,false,ObservacionInpec,Fiscalia,false
5686,819320,esteban martinez,Policia,false,false,true,false,Null,Contraloria,true
